zip_code,county,population,number_of_clinics,avg_distance_to_clinic_km,healthcare_desert_flag
75921,Denton,11,5,14.99,No
75921,Harris,7,5,13.01,No
75921,Tarrant,10,1,10.32,No
75921,Travis,3,0,19.2,Yes
75922,Collin,7,7,10.46,No
75922,Dallas,10,0,2.29,No
75922,Denton,9,5,12.49,No
75922,Harris,15,5,23.96,No
75922,Tarrant,11,5,7.83,No
75922,Travis,9,0,10.17,No
75923,Collin,7,5,1.08,No
75923,Dallas,6,8,4.93,No
75923,Denton,7,4,15.06,No
75923,Harris,9,0,18.46,Yes
75923,Tarrant,8,2,3.7,No
75923,Travis,9,3,15.91,No
75924,Collin,8,3,5.19,No
75924,Dallas,5,5,17.71,No
75924,Denton,11,2,22.21,No
75924,Harris,4,4,5.01,No
75924,Tarrant,8,8,10.38,No
75924,Travis,6,5,7.13,No
75925,Collin,7,1,9.7,No
75925,Dallas,5,7,10.59,No
75925,Denton,14,4,9.77,No
75925,Harris,6,8,3.31,No
75925,Tarrant,10,8,20.13,No
75925,Travis,11,4,14.37,No
75926,Collin,6,6,15.23,No
75926,Dallas,9,0,14.57,No
75926,Denton,10,3,19.49,No
75926,Harris,4,1,15.18,Yes
75926,Tarrant,4,9,19.61,No
75926,Travis,8,0,2.97,No
75927,Collin,5,5,3.51,No
75927,Dallas,4,4,20.58,No
75927,Denton,10,4,18.62,No
75927,Harris,16,1,7.36,No
75927,Tarrant,5,4,14.64,No
75927,Travis,8,0,20.01,Yes
75928,Collin,11,5,23.87,No
75928,Dallas,10,0,16.79,Yes
75928,Denton,12,7,18.25,No
75928,Harris,8,3,6.76,No
75928,Tarrant,4,0,6.57,No
75928,Travis,8,5,14.05,No
75929,Collin,9,2,16.29,No
75929,Dallas,8,4,19.03,No
75929,Denton,14,0,6.33,No
75929,Harris,9,8,20.62,No
75929,Tarrant,9,7,23.84,No
75929,Travis,7,6,2.18,No
75930,Collin,7,6,6.51,No
75930,Dallas,10,5,15.9,No
75930,Denton,5,7,11.38,No
75930,Harris,11,4,22.25,No
75930,Tarrant,15,7,2.89,No
75930,Travis,6,5,17.63,No
75931,Collin,13,3,20.22,No
75931,Dallas,8,0,23.46,Yes
75931,Denton,10,1,22.51,Yes
75931,Harris,9,4,22.31,No
75931,Tarrant,9,1,24.52,Yes
75931,Travis,8,5,22.66,No
75932,Collin,9,7,10.38,No
75932,Dallas,13,9,2.85,No
75932,Denton,12,7,24.46,No
75932,Harris,6,6,3.83,No
75932,Tarrant,6,9,17.93,No
75932,Travis,4,0,15.93,Yes
75933,Collin,11,4,8.52,No
75933,Dallas,7,5,12.45,No
75933,Denton,10,0,1.16,No
75933,Harris,8,7,4.36,No
75933,Tarrant,13,3,2.54,No
75933,Travis,9,1,3.81,No
75934,Collin,4,0,9.48,No
75934,Dallas,4,8,18.3,No
75934,Denton,10,8,16.12,No
75934,Harris,10,2,24.92,No
75934,Tarrant,10,6,9.68,No
75934,Travis,12,5,23.54,No
75935,Collin,8,1,11.46,No
75935,Dallas,10,6,6.71,No
75935,Denton,3,7,10.62,No
75935,Harris,8,9,16.61,No
75935,Tarrant,16,1,19.71,Yes
75935,Travis,12,1,24.6,Yes
75936,Collin,8,9,18.21,No
75936,Dallas,10,2,21.84,No
75936,Denton,3,1,1.28,No
75936,Harris,8,9,5.59,No
75936,Tarrant,7,6,5.7,No
75936,Travis,6,1,19.26,Yes
75937,Collin,7,5,16.62,No
75937,Dallas,9,9,18.76,No
75937,Denton,11,8,22.15,No
75937,Harris,6,4,24.99,No
75937,Tarrant,10,2,22.78,No
75937,Travis,7,4,15.21,No
75938,Collin,10,4,24.44,No
75938,Dallas,13,1,24.13,Yes
75938,Denton,11,4,4.71,No
75938,Harris,7,6,11.96,No
75938,Tarrant,5,0,13.9,No
75938,Travis,7,6,17.23,No
75939,Collin,10,7,6.26,No
75939,Dallas,6,0,12.44,No
75939,Denton,6,0,16.63,Yes
75939,Harris,7,4,8.92,No
75939,Tarrant,8,1,18.49,Yes
75939,Travis,11,5,7.17,No
75940,Collin,14,3,3.99,No
75940,Dallas,9,2,8.12,No
75940,Denton,6,0,12.69,No
75940,Harris,7,5,21.88,No
75940,Tarrant,4,6,17.58,No
75940,Travis,8,0,22.18,Yes
75941,Collin,10,0,19.85,Yes
75941,Dallas,5,1,18.54,Yes
75941,Denton,6,2,3.48,No
75941,Harris,6,4,22.92,No
75941,Tarrant,6,6,19.94,No
75941,Travis,9,6,4.98,No
75942,Collin,9,8,13.65,No
75942,Dallas,10,7,19.99,No
75942,Denton,10,5,7.21,No
75942,Harris,12,6,3.11,No
75942,Tarrant,9,0,12.96,No
75942,Travis,10,6,15.69,No
75943,Collin,9,5,6.72,No
75943,Dallas,14,5,17.75,No
75943,Denton,9,2,23.07,No
75943,Harris,10,0,6.55,No
75943,Tarrant,6,9,7.82,No
75943,Travis,7,7,5.96,No
75944,Collin,7,8,3.12,No
75944,Dallas,8,1,23.3,Yes
75944,Denton,9,0,19.86,Yes
75944,Harris,11,4,17.1,No
75944,Tarrant,10,6,3.01,No
75944,Travis,10,9,7.97,No
75945,Collin,6,0,19.71,Yes
75945,Dallas,13,9,18.56,No
75945,Denton,11,5,23.63,No
75945,Harris,11,0,16.51,Yes
75945,Tarrant,9,8,1.04,No
75945,Travis,9,1,12.39,No
75946,Collin,10,7,22.13,No
75946,Dallas,5,0,7.19,No
75946,Denton,9,8,8.13,No
75946,Harris,9,5,16.92,No
75946,Tarrant,10,6,10.49,No
75946,Travis,7,6,4.27,No
75947,Collin,9,1,5.43,No
75947,Dallas,12,2,20.82,No
75947,Denton,13,5,10.11,No
75947,Harris,7,1,6.79,No
75947,Tarrant,4,5,13.98,No
75947,Travis,4,9,2.61,No
75948,Collin,6,8,8.45,No
75948,Dallas,9,0,6.02,No
75948,Denton,10,1,4.74,No
75948,Harris,8,5,2.31,No
75948,Tarrant,12,2,9.04,No
75948,Travis,4,9,3.48,No
75949,Collin,11,3,15.06,No
75949,Dallas,9,6,24.46,No
75949,Denton,16,9,15.98,No
75949,Harris,6,5,12.55,No
75949,Tarrant,10,4,18.46,No
75949,Travis,8,6,17.08,No
75950,Collin,17,8,3.37,No
75950,Dallas,6,2,1.32,No
75950,Denton,10,7,12.19,No
75950,Harris,10,1,1.18,No
75950,Tarrant,10,2,9.12,No
75950,Travis,5,9,23.66,No
75951,Collin,14,9,14.2,No
75951,Dallas,3,9,13.92,No
75951,Denton,9,9,3.49,No
75951,Harris,11,4,10.09,No
75951,Tarrant,6,4,8.03,No
75951,Travis,11,3,1.45,No
75952,Collin,8,8,11.36,No
75952,Dallas,7,8,8.84,No
75952,Denton,7,9,4.9,No
75952,Harris,9,2,2.34,No
75952,Tarrant,5,1,22.8,Yes
75952,Travis,8,6,20.64,No
75953,Collin,16,9,23.49,No
75953,Dallas,10,3,18.31,No
75953,Denton,2,3,4.74,No
75953,Harris,8,9,9.23,No
75953,Tarrant,7,2,6.36,No
75953,Travis,7,2,14.43,No
75954,Collin,6,3,22.08,No
75954,Dallas,12,3,6.4,No
75954,Denton,7,8,21.8,No
75954,Harris,10,0,12.01,No
75954,Tarrant,7,9,6.91,No
75954,Travis,8,2,1.78,No
75955,Collin,11,2,13.49,No
75955,Dallas,12,6,18.74,No
75955,Denton,5,9,10.32,No
75955,Harris,4,3,8.85,No
75955,Tarrant,5,3,10.11,No
75955,Travis,11,6,5.76,No
75956,Collin,6,9,4.84,No
75956,Dallas,9,5,10.3,No
75956,Denton,4,1,18.62,Yes
75956,Harris,6,4,14.65,No
75956,Tarrant,4,1,9.87,No
75956,Travis,8,6,11.09,No
75957,Collin,8,7,17.61,No
75957,Dallas,11,7,11.89,No
75957,Denton,9,7,15.6,No
75957,Harris,6,1,1.1,No
75957,Tarrant,10,6,18.25,No
75957,Travis,17,0,5.12,No
75958,Collin,10,7,11.26,No
75958,Dallas,6,4,6.01,No
75958,Denton,10,7,16.7,No
75958,Harris,9,4,5.86,No
75958,Tarrant,11,4,20.71,No
75958,Travis,5,8,10.49,No
75959,Collin,5,7,23.73,No
75959,Dallas,4,1,24.11,Yes
75959,Denton,5,4,14.44,No
75959,Harris,8,3,16.11,No
75959,Tarrant,6,6,10.42,No
75959,Travis,5,9,6.87,No
75960,Collin,10,0,9.92,No
75960,Dallas,5,6,2.64,No
75960,Denton,10,1,15.52,Yes
75960,Harris,12,1,14.49,No
75960,Tarrant,8,5,24.84,No
75960,Travis,5,6,17.02,No
75961,Collin,10,4,3.45,No
75961,Dallas,10,6,14.47,No
75961,Denton,8,3,6.46,No
75961,Harris,7,1,19.69,Yes
75961,Tarrant,15,3,2.42,No
75961,Travis,5,8,20.81,No
75962,Collin,10,3,3.02,No
75962,Dallas,13,5,16.91,No
75962,Denton,6,0,18.02,Yes
75962,Harris,7,5,5.28,No
75962,Tarrant,15,8,11.22,No
75962,Travis,12,9,17.25,No
75963,Collin,9,7,9.86,No
75963,Dallas,11,5,19.97,No
75963,Denton,13,9,21.81,No
75963,Harris,11,3,4.7,No
75963,Tarrant,7,0,7.6,No
75963,Travis,11,3,24.6,No
75964,Collin,6,0,7.45,No
75964,Dallas,21,0,19.77,Yes
75964,Denton,8,5,6.8,No
75964,Harris,13,0,23.81,Yes
75964,Tarrant,13,6,18.72,No
75964,Travis,11,8,12.66,No
75965,Collin,3,5,1.98,No
75965,Dallas,4,4,15.6,No
75965,Denton,7,8,22.86,No
75965,Harris,8,1,21.28,Yes
75965,Tarrant,9,7,3.55,No
75965,Travis,7,2,18.83,No
75966,Collin,7,6,4.1,No
75966,Dallas,5,0,18.14,Yes
75966,Denton,12,1,17.14,Yes
75966,Harris,9,8,3.26,No
75966,Tarrant,11,2,7.59,No
75966,Travis,9,3,10.83,No
75967,Collin,11,0,20.08,Yes
75967,Dallas,5,5,3.78,No
75967,Denton,6,5,13.34,No
75967,Harris,13,4,4.76,No
75967,Tarrant,8,1,2.55,No
75967,Travis,14,8,3.77,No
75968,Collin,15,0,23.07,Yes
75968,Dallas,12,8,17.96,No
75968,Denton,10,0,11.31,No
75968,Harris,12,9,9.06,No
75968,Tarrant,10,0,6.48,No
75968,Travis,6,7,4.04,No
75969,Collin,7,6,12.23,No
75969,Dallas,7,1,7.32,No
75969,Denton,12,2,1.83,No
75969,Harris,7,2,8.86,No
75969,Tarrant,13,3,22.56,No
75969,Travis,6,0,10.72,No
75970,Collin,9,2,9.21,No
75970,Dallas,6,5,19.91,No
75970,Denton,13,6,2.11,No
75970,Harris,8,8,15.52,No
75970,Tarrant,10,4,7.6,No
75970,Travis,5,7,20.64,No
75971,Collin,5,0,9.69,No
75971,Dallas,9,7,22.29,No
75971,Denton,13,7,11.79,No
75971,Harris,7,9,7.32,No
75971,Tarrant,9,8,4.21,No
75971,Travis,6,3,19.1,No
75972,Collin,8,3,21.03,No
75972,Dallas,10,7,16.47,No
75972,Denton,8,7,19.85,No
75972,Harris,7,4,14.82,No
75972,Tarrant,7,1,23.53,Yes
75972,Travis,6,8,3.15,No
75973,Collin,6,7,15.42,No
75973,Dallas,4,0,3.16,No
75973,Denton,9,2,21.3,No
75973,Harris,14,0,17.67,Yes
75973,Tarrant,10,8,24.88,No
75973,Travis,9,7,21.16,No
75974,Collin,9,9,6.68,No
75974,Dallas,13,7,11.85,No
75974,Denton,6,3,23.96,No
75974,Harris,3,2,10.79,No
75974,Tarrant,9,8,17.93,No
75974,Travis,6,9,18.01,No
75975,Collin,7,2,8.9,No
75975,Dallas,8,7,24.56,No
75975,Denton,8,8,16.94,No
75975,Harris,7,7,1.47,No
75975,Tarrant,15,6,23.01,No
75975,Travis,5,0,6.21,No
75976,Collin,10,2,15.03,No
75976,Dallas,7,6,1.24,No
75976,Denton,12,0,20.61,Yes
75976,Harris,8,9,19.03,No
75976,Tarrant,6,6,5.36,No
75976,Travis,8,6,11.31,No
75977,Collin,11,7,17.64,No
75977,Dallas,5,8,5.11,No
75977,Denton,6,6,1.17,No
75977,Harris,9,7,23.64,No
75977,Tarrant,8,3,20.46,No
75977,Travis,7,5,12.94,No
75978,Collin,12,1,23.16,Yes
75978,Dallas,9,3,13.76,No
75978,Denton,9,4,11.04,No
75978,Harris,6,2,3.76,No
75978,Tarrant,12,5,15.76,No
75978,Travis,8,1,1.62,No
75979,Collin,8,2,16.58,No
75979,Dallas,9,6,13.74,No
75979,Denton,7,1,2.37,No
75979,Harris,5,1,21.32,Yes
75979,Tarrant,5,3,9.19,No
75979,Travis,7,6,3.72,No
75980,Collin,5,2,9.28,No
75980,Dallas,9,3,13.51,No
75980,Denton,7,9,23.5,No
75980,Harris,8,4,9.95,No
75980,Tarrant,12,3,2.09,No
75980,Travis,9,1,7.54,No
75981,Collin,8,3,14.35,No
75981,Dallas,11,0,14.76,No
75981,Denton,15,5,18.56,No
75981,Harris,4,5,21.15,No
75981,Tarrant,15,2,7.21,No
75981,Travis,7,4,12.66,No
75982,Collin,9,2,22.16,No
75982,Dallas,5,5,14.12,No
75982,Denton,10,5,20.47,No
75982,Harris,10,3,14.9,No
75982,Tarrant,9,7,11.65,No
75982,Travis,9,1,12.57,No
75983,Collin,8,3,19.74,No
75983,Dallas,12,0,2.0,No
75983,Denton,4,4,7.72,No
75983,Harris,12,5,6.94,No
75983,Tarrant,8,6,22.4,No
75983,Travis,4,8,13.73,No
75984,Collin,9,6,24.52,No
75984,Dallas,8,3,23.45,No
75984,Denton,13,6,13.1,No
75984,Harris,7,5,6.33,No
75984,Tarrant,10,3,17.74,No
75984,Travis,10,6,2.22,No
75985,Collin,6,3,14.06,No
75985,Dallas,8,6,13.97,No
75985,Denton,7,1,20.71,Yes
75985,Harris,7,8,4.26,No
75985,Tarrant,9,5,9.41,No
75985,Travis,9,1,8.43,No
75986,Collin,3,2,21.64,No
75986,Dallas,12,3,7.31,No
75986,Denton,7,9,13.22,No
75986,Harris,9,9,19.75,No
75986,Tarrant,6,5,9.88,No
75986,Travis,3,3,17.45,No
75987,Collin,9,0,24.91,Yes
75987,Dallas,8,0,12.4,No
75987,Denton,9,2,17.0,No
75987,Harris,5,3,23.51,No
75987,Tarrant,8,7,13.14,No
75987,Travis,6,6,8.7,No
75988,Collin,12,6,6.72,No
75988,Dallas,7,4,7.45,No
75988,Denton,11,5,21.38,No
75988,Harris,6,2,17.69,No
75988,Tarrant,2,4,20.64,No
75988,Travis,11,0,15.09,Yes
75989,Collin,6,3,8.54,No
75989,Dallas,7,0,14.61,No
75989,Denton,9,0,21.92,Yes
75989,Harris,7,6,7.79,No
75989,Tarrant,5,9,16.98,No
75989,Travis,8,6,16.93,No
75990,Collin,8,6,13.89,No
75990,Dallas,7,8,22.19,No
75990,Denton,2,2,7.53,No
75990,Harris,4,7,8.24,No
75990,Tarrant,7,3,9.23,No
75990,Travis,6,8,24.34,No
75991,Collin,10,0,23.27,Yes
75991,Dallas,8,3,18.06,No
75991,Denton,5,3,24.88,No
75991,Harris,7,1,22.47,Yes
75991,Tarrant,1,4,24.67,No
75991,Travis,8,8,22.44,No
75992,Collin,10,7,17.32,No
75992,Dallas,10,4,17.14,No
75992,Denton,5,9,1.47,No
75992,Harris,10,0,24.58,Yes
75992,Tarrant,6,6,10.99,No
75992,Travis,7,8,3.02,No
75993,Collin,10,2,23.88,No
75993,Dallas,5,3,10.18,No
75993,Denton,6,5,16.14,No
75993,Harris,12,2,17.92,No
75993,Tarrant,9,8,20.69,No
75993,Travis,14,3,6.4,No
75994,Collin,9,8,10.71,No
75994,Dallas,3,4,15.35,No
75994,Denton,8,3,12.72,No
75994,Harris,6,5,5.72,No
75994,Tarrant,9,2,18.49,No
75994,Travis,8,9,18.55,No
75995,Collin,11,5,21.15,No
75995,Dallas,6,6,9.61,No
75995,Denton,9,7,20.52,No
75995,Harris,15,7,1.6,No
75995,Tarrant,4,6,21.56,No
75995,Travis,8,1,8.55,No
75996,Collin,4,1,1.05,No
75996,Dallas,11,8,11.7,No
75996,Denton,8,2,3.08,No
75996,Harris,10,4,11.43,No
75996,Tarrant,14,6,5.35,No
75996,Travis,8,0,21.11,Yes
75997,Collin,11,6,17.17,No
75997,Dallas,13,5,10.26,No
75997,Denton,8,0,2.28,No
75997,Harris,8,5,18.14,No
75997,Tarrant,6,9,20.62,No
75997,Travis,10,7,23.36,No
75998,Collin,11,4,5.98,No
75998,Dallas,10,0,22.64,Yes
75998,Denton,6,9,9.99,No
75998,Harris,10,4,18.4,No
75998,Tarrant,11,0,22.24,Yes
75998,Travis,11,2,6.0,No
75999,Collin,7,0,10.74,No
75999,Dallas,8,4,10.03,No
75999,Denton,8,5,20.17,No
75999,Harris,12,3,17.79,No
75999,Tarrant,6,6,11.51,No
75999,Travis,4,5,16.28,No
